,id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
503079,127475008,6000.0, 36 months,11.99,B,B5,Head Baseball Coach,5 years,MORTGAGE,75000.0,Jan-18,Current,home_improvement,IL,685.0
961948,105437306,10000.0, 36 months,11.49,B,B5,manager,10+ years,OWN,45000.0,Apr-17,Current,home_improvement,NE,685.0
146528,60125612,2500.0, 36 months,13.99,C,C4,Stock Clerk,10+ years,RENT,26900.0,Sep-15,Charged Off,other,KS,675.0
983911,76113295,12000.0, 60 months,6.97,A,A3,Lead Field Tech,9 years,MORTGAGE,48000.0,Mar-16,Charged Off,credit_card,MS,750.0
738368,76728168,8000.0, 36 months,11.99,C,C1,teacher,10+ years,MORTGAGE,80000.0,Apr-16,Current,other,CA,685.0
476820,128736193,14775.0, 36 months,24.85,E,E3,Associate,2 years,RENT,75000.0,Feb-18,Current,other,TX,670.0
92083,63175406,16000.0, 60 months,9.17,B,B2,Paramedic Supervisor,< 1 year,MORTGAGE,68000.0,Oct-15,Current,credit_card,VA,680.0
50041,65823853,10000.0, 60 months,14.33,C,C5,Technician,10+ years,RENT,68000.0,Nov-15,Charged Off,debt_consolidation,CA,660.0
76250,63917803,20175.0, 60 months,13.67,C,C4,Site Manager,5 years,RENT,110000.0,Nov-15,Charged Off,debt_consolidation,TX,660.0
258206,51056660,8000.0, 36 months,9.17,B,B2,Quality Engineer,10+ years,OWN,60000.0,Jun-15,Fully Paid,debt_consolidation,TN,715.0
490796,128072415,40000.0, 36 months,7.97,A,A5,Project Manager,2 years,MORTGAGE,245000.0,Feb-18,Current,debt_consolidation,TX,720.0
872107,136260337,20000.0, 60 months,12.73,B,B5,Lead Cook,10+ years,MORTGAGE,55000.0,Jul-18,Current,debt_consolidation,CA,735.0
1043455,73141186,9600.0, 36 months,7.39,A,A4,Account Manager,1 year,MORTGAGE,52000.0,Feb-16,Fully Paid,debt_consolidation,NC,710.0
3474,68523399,18000.0, 60 months,10.78,B,B4,HR Specialist,8 years,MORTGAGE,84000.0,Dec-15,Late (31-120 days),debt_consolidation,VA,700.0
1003155,75213491,20000.0, 36 months,7.39,A,A4,Registered Nurse,10+ years,OWN,65000.0,Mar-16,Charged Off,debt_consolidation,TX,725.0
472115,127563589,13500.0, 36 months,7.97,A,A5,Site Manager,10+ years,MORTGAGE,91000.0,Feb-18,Current,debt_consolidation,LA,760.0
167327,58632375,7225.0, 36 months,14.65,C,C5,Sales,2 years,MORTGAGE,96000.0,Aug-15,Fully Paid,debt_consolidation,FL,695.0
278938,49423332,20000.0, 60 months,13.33,C,C3,Assembler II,10+ years,MORTGAGE,63000.0,Jun-15,Current,home_improvement,MD,710.0
839581,137436835,30000.0, 60 months,25.34,E,E3,DIrector,10+ years,MORTGAGE,145000.0,Jul-18,Current,debt_consolidation,CT,665.0
106779,61822825,9000.0, 36 months,8.18,B,B1,Resident Manager,10+ years,RENT,27700.0,Oct-15,Fully Paid,debt_consolidation,AZ,745.0
306570,46438207,7000.0, 36 months,16.99,D,D3,carpenter,< 1 year,RENT,33600.0,Apr-15,Charged Off,debt_consolidation,OH,665.0
156377,59271423,9075.0, 36 months,11.53,B,B5,Analyst,< 1 year,MORTGAGE,66000.0,Sep-15,Fully Paid,debt_consolidation,CA,695.0
714867,77258226,22850.0, 36 months,19.53,D,D5,Office coodinator,3 years,RENT,50000.0,Apr-16,Fully Paid,credit_card,VA,660.0
864007,135698833,10000.0, 36 months,13.06,C,C1,patient mail room,10+ years,RENT,36821.76,Jul-18,Current,debt_consolidation,NY,725.0
27776,65814620,12000.0, 60 months,18.49,E,E2,Manager,3 years,RENT,55000.0,Dec-15,Fully Paid,credit_card,NJ,695.0
790796,139344128,15000.0, 60 months,7.84,A,A4,doorman,10+ years,RENT,50000.0,Aug-18,Current,debt_consolidation,NY,810.0
418225,38221457,15225.0, 60 months,25.83,G,G2,Service Manager,7 years,MORTGAGE,45000.0,Jan-15,Fully Paid,small_business,FL,665.0
271625,50313867,8500.0, 36 months,8.18,B,B1,Operations Manager,10+ years,RENT,62100.0,May-15,Fully Paid,debt_consolidation,OH,680.0
625392,113237015,6000.0, 36 months,12.62,C,C1,,,RENT,45600.0,Jul-17,Fully Paid,debt_consolidation,GA,695.0
177367,57823287,12000.0, 36 months,7.26,A,A4,Legal Assistant,10+ years,MORTGAGE,70000.0,Aug-15,Fully Paid,debt_consolidation,MA,700.0
911146,109710426,15000.0, 60 months,16.02,C,C5,Records Manager,1 year,RENT,215000.0,Jun-17,Late (16-30 days),debt_consolidation,SC,670.0
736327,76181859,20000.0, 60 months,9.16,B,B2,,,MORTGAGE,107411.0,Apr-16,Current,home_improvement,NH,735.0
31826,66551338,12000.0, 36 months,27.31,G,G2,E5,3 years,RENT,45000.0,Dec-15,Fully Paid,moving,TX,670.0
1002440,75285043,5000.0, 36 months,6.97,A,A3,City carrier,3 years,MORTGAGE,50000.0,Mar-16,Fully Paid,credit_card,FL,695.0
502208,127529509,12000.0, 36 months,17.09,D,D1,Operations Technician ,9 years,MORTGAGE,75000.0,Jan-18,Fully Paid,debt_consolidation,MN,710.0
763212,140218832,40000.0, 36 months,6.11,A,A1,,,MORTGAGE,60000.0,Sep-18,Current,credit_card,AZ,730.0
180475,55897934,3000.0, 36 months,12.69,C,C2,Unloader,9 years,MORTGAGE,60000.0,Aug-15,Fully Paid,debt_consolidation,FL,740.0
723419,77058611,21600.0, 60 months,20.75,E,E2,Production Supervisor,< 1 year,MORTGAGE,55000.0,Apr-16,Charged Off,major_purchase,IN,695.0
259584,50941181,16000.0, 60 months,17.86,D,D5,Distributor Manager,2 years,RENT,66100.0,Jun-15,Charged Off,debt_consolidation,TX,680.0
724673,77108903,7000.0, 36 months,6.97,A,A3,Clinical Fulfillment Associate,2 years,RENT,36500.0,Apr-16,Current,credit_card,CA,740.0
655257,83829571,10000.0, 36 months,10.99,B,B4,,,MORTGAGE,60000.0,Jun-16,Fully Paid,credit_card,CA,715.0
764161,140611204,31075.0, 60 months,15.02,C,C3,Supervisor,10+ years,MORTGAGE,58000.0,Sep-18,Current,debt_consolidation,SC,780.0
657640,83816947,19000.0, 60 months,28.18,G,G1,Dockworker,6 years,RENT,50000.0,Jun-16,Fully Paid,debt_consolidation,NY,685.0
73330,64018861,19000.0, 36 months,12.05,C,C1,Branch Manager,10+ years,RENT,51000.0,Nov-15,Charged Off,debt_consolidation,OR,670.0
606424,114377740,15000.0, 36 months,12.62,C,C1,Teacher,10+ years,MORTGAGE,53000.0,Aug-17,Current,debt_consolidation,KY,680.0
996297,75517374,18000.0, 36 months,9.75,B,B3,SAP Power User,10+ years,MORTGAGE,165000.0,Mar-16,Fully Paid,debt_consolidation,OK,680.0
519126,126506987,10000.0, 36 months,11.99,B,B5,owner/operator,10+ years,RENT,29000.0,Jan-18,Current,debt_consolidation,NJ,705.0
977841,104144358,11750.0, 36 months,8.24,B,B1,Sr. VSAT Engineer,1 year,MORTGAGE,72000.0,Apr-17,Fully Paid,debt_consolidation,FL,665.0
438902,129860782,12000.0, 36 months,9.92,B,B2,Mentance,10+ years,MORTGAGE,50000.0,Mar-18,Current,major_purchase,MI,680.0
174477,57894772,20000.0, 60 months,16.99,D,D3,Structrual Designer,3 years,MORTGAGE,62000.0,Aug-15,Fully Paid,debt_consolidation,AZ,670.0
540129,119311258,7000.0, 36 months,16.02,C,C5,Care Coordinator,1 year,MORTGAGE,29120.0,Sep-17,Fully Paid,debt_consolidation,NV,715.0
289377,48404710,8000.0, 36 months,13.99,C,C4,Cook,6 years,OWN,22000.0,May-15,Fully Paid,debt_consolidation,WA,660.0
343733,43449536,11000.0, 36 months,6.68,A,A3,Project Manager,1 year,RENT,77000.0,Mar-15,Fully Paid,debt_consolidation,NY,705.0
179864,57608421,15000.0, 60 months,18.25,E,E1,CDL truck driver ,5 years,RENT,50000.0,Aug-15,Fully Paid,debt_consolidation,FL,710.0
230533,54404124,11200.0, 60 months,15.61,D,D1,AVP,8 years,RENT,113000.0,Jul-15,Fully Paid,home_improvement,NC,690.0
810271,138630869,9000.0, 36 months,15.02,C,C3,Programmer,10+ years,MORTGAGE,105000.0,Aug-18,Current,debt_consolidation,NJ,695.0
77059,63330619,19475.0, 36 months,13.18,C,C3,Manager,10+ years,MORTGAGE,55000.0,Nov-15,Charged Off,credit_card,LA,720.0
509887,127105981,35000.0, 36 months,23.88,E,E2,Software Engineer,< 1 year,RENT,150000.0,Jan-18,Fully Paid,debt_consolidation,MD,750.0
508036,127210555,9600.0, 36 months,14.08,C,C3,Rn,10+ years,RENT,70000.0,Jan-18,Current,debt_consolidation,FL,740.0
693977,79330434,10000.0, 36 months,8.39,B,B1,Mobile and Technology Sales Supervisor,4 years,RENT,25000.0,May-16,Fully Paid,debt_consolidation,NY,695.0
126308,60794207,21000.0, 36 months,9.17,B,B2,Datacenter Operations Team Lead,8 years,MORTGAGE,70000.0,Oct-15,Fully Paid,debt_consolidation,TX,695.0
639997,112766422,3050.0, 36 months,13.59,C,C2,Pharmacy Tech,5 years,RENT,28053.0,Jul-17,Current,credit_card,CO,665.0
549196,119195335,15000.0, 36 months,9.44,B,B1,Vice President ,10+ years,MORTGAGE,144000.0,Sep-17,Fully Paid,debt_consolidation,OK,660.0
469119,129084951,16000.0, 60 months,18.06,D,D2,RN Nurse Manager ,10+ years,MORTGAGE,120000.0,Feb-18,Current,debt_consolidation,AK,715.0
1005280,75280979,2000.0, 36 months,10.75,B,B4,Lieutenant ,6 years,OWN,52000.0,Mar-16,Fully Paid,moving,OH,680.0
623175,113863704,17225.0, 36 months,9.44,B,B1,Lighting Technician,3 years,MORTGAGE,62500.0,Jul-17,Current,debt_consolidation,NV,685.0
237994,53413754,25000.0, 60 months,20.99,E,E5,Professor,2 years,RENT,63000.0,Jul-15,Current,debt_consolidation,AL,680.0
965607,104102823,35000.0, 36 months,22.74,E,E1,MANAGER,7 years,MORTGAGE,225000.0,Apr-17,Charged Off,vacation,TX,665.0
266565,50456381,11950.0, 60 months,22.99,F,F2,Porter,1 year,RENT,45000.0,Jun-15,Current,debt_consolidation,NY,730.0
988626,75879067,5000.0, 36 months,15.31,C,C5,Manager,10+ years,MORTGAGE,45000.0,Mar-16,Fully Paid,home_improvement,CA,700.0
1043006,71876729,11075.0, 36 months,8.39,B,B1,Office Manager,< 1 year,MORTGAGE,27500.0,Feb-16,Fully Paid,debt_consolidation,SD,700.0
666733,81170267,2500.0, 36 months,7.89,A,A5,Dental assistant,8 years,MORTGAGE,30000.0,Jun-16,Current,debt_consolidation,MI,740.0
1035184,73251831,8000.0, 36 months,6.97,A,A3,Marketing Coordinator,10+ years,MORTGAGE,42000.0,Mar-16,Current,debt_consolidation,ID,720.0
699686,78923949,25000.0, 36 months,6.49,A,A2,Sr. Accountant,2 years,MORTGAGE,93400.0,May-16,Fully Paid,credit_card,NH,690.0
876252,136099934,8000.0, 36 months,19.92,D,D3,Operations Program Manager,10+ years,RENT,105000.0,Jul-18,Current,other,NY,660.0
811180,138614666,35000.0, 36 months,8.46,A,A5,Director of Business Development,1 year,RENT,170000.0,Aug-18,Current,credit_card,IL,670.0
326532,44096956,17825.0, 60 months,22.99,F,F1,Licensed Vocational Nurse,10+ years,MORTGAGE,90000.0,Apr-15,Current,debt_consolidation,CA,680.0
397092,39589826,5000.0, 36 months,10.49,B,B3,driver,10+ years,MORTGAGE,55000.0,Jan-15,Fully Paid,credit_card,FL,665.0
721364,77017756,10325.0, 60 months,19.53,D,D5,Store Manager,4 years,MORTGAGE,37395.0,May-16,Charged Off,major_purchase,VA,700.0
250004,51858366,11400.0, 36 months,7.26,A,A4,,,RENT,42200.0,Jun-15,Fully Paid,credit_card,CA,665.0
81471,63329332,2600.0, 36 months,9.99,B,B3,Driver,1 year,MORTGAGE,88400.0,Oct-15,Fully Paid,other,CO,690.0
275396,49864317,25000.0, 60 months,14.65,C,C5,doctor of chiropractic,10+ years,MORTGAGE,130976.0,Jun-15,Current,credit_card,NJ,665.0
877121,136063819,24000.0, 36 months,8.08,A,A5,Sales Director,3 years,MORTGAGE,190000.0,Jul-18,Current,credit_card,KY,720.0
877635,135826166,17000.0, 36 months,12.13,B,B5,manager,4 years,RENT,100000.0,Jul-18,Current,debt_consolidation,FL,670.0
177053,57803479,20000.0, 60 months,14.65,C,C5,,,MORTGAGE,72000.0,Aug-15,Charged Off,debt_consolidation,MT,675.0
183533,57316292,10000.0, 36 months,8.18,B,B1,criminal court clerk,8 years,RENT,37000.0,Aug-15,Fully Paid,debt_consolidation,NV,670.0
814139,138386081,17000.0, 36 months,13.56,C,C1,Resident Physician,< 1 year,MORTGAGE,50812.0,Aug-18,Current,debt_consolidation,PA,765.0
162643,58973230,5000.0, 36 months,7.89,A,A5,Communications Tech,10+ years,MORTGAGE,102000.0,Aug-15,Fully Paid,car,MD,710.0
168914,58450894,18000.0, 60 months,9.99,B,B3,Lease Operator,1 year,MORTGAGE,76000.0,Aug-15,Fully Paid,debt_consolidation,TX,685.0
212515,55341053,15000.0, 36 months,8.18,B,B1,District Manager ,9 years,RENT,55000.0,Jul-15,Fully Paid,credit_card,NY,710.0
457452,129523541,16000.0, 36 months,6.71,A,A3,manager,10+ years,RENT,78500.0,Mar-18,Current,debt_consolidation,OH,745.0
469629,129088506,10000.0, 36 months,10.91,B,B4,Server,10+ years,MORTGAGE,59000.0,Feb-18,Fully Paid,debt_consolidation,NV,675.0
478933,128638435,15000.0, 36 months,9.44,B,B1,,,MORTGAGE,64000.0,Feb-18,Current,credit_card,MD,725.0
280728,48544460,2000.0, 36 months,13.33,C,C3,IT Team Laed ,8 years,MORTGAGE,88500.0,May-15,Fully Paid,debt_consolidation,LA,680.0
26380,66632430,30000.0, 60 months,14.48,C,C5,Finance manager,1 year,RENT,110000.0,Dec-15,Charged Off,debt_consolidation,ND,670.0
791288,139236847,36400.0, 60 months,16.14,C,C4,Sales Rep,3 years,MORTGAGE,180000.0,Aug-18,Current,debt_consolidation,FL,730.0
318902,46314628,11875.0, 60 months,13.99,C,C4,Product Manager,10+ years,MORTGAGE,76000.0,Apr-15,Charged Off,debt_consolidation,AL,675.0
861866,136498340,6025.0, 36 months,16.14,C,C4,,,MORTGAGE,29000.0,Jul-18,Current,other,MA,710.0
385123,40500705,15000.0, 60 months,15.99,D,D2,Office Manager,10+ years,OWN,50000.0,Jan-15,Fully Paid,debt_consolidation,MN,685.0
1018421,73712687,2800.0, 36 months,9.16,B,B2,Waitress,10+ years,RENT,50000.0,Mar-16,Fully Paid,debt_consolidation,MN,665.0
362766,41267733,28000.0, 60 months,10.99,B,B4,Manager,3 years,MORTGAGE,150000.0,Feb-15,Current,major_purchase,TX,720.0
172590,58080855,8000.0, 36 months,12.29,C,C1,Clerk,7 years,MORTGAGE,73000.0,Aug-15,Fully Paid,home_improvement,KY,660.0
958215,106550121,13500.0, 36 months,15.99,C,C5,SMT,< 1 year,RENT,40000.0,Apr-17,Current,debt_consolidation,IL,685.0
943514,108193465,9500.0, 36 months,11.99,B,B5,Br Manager,10+ years,RENT,85000.0,May-17,Current,debt_consolidation,NJ,665.0
739496,76225012,20000.0, 36 months,11.99,C,C1,Owner,10+ years,RENT,165000.0,Apr-16,Charged Off,debt_consolidation,CA,685.0
512327,126308014,32000.0, 60 months,9.93,B,B2,General Manager,9 years,MORTGAGE,85000.0,Jan-18,Current,home_improvement,IN,715.0
192745,54524510,25000.0, 60 months,19.99,E,E4,SERVICE MANAGER,2 years,MORTGAGE,65000.0,Aug-15,Fully Paid,debt_consolidation,TX,675.0
222337,55288709,10000.0, 36 months,12.69,C,C2,Vet Tech,3 years,RENT,30000.0,Jul-15,Charged Off,debt_consolidation,IL,660.0
187447,57144341,25000.0, 36 months,13.99,C,C4,Computer System Analyst,10+ years,RENT,96000.0,Jul-15,Fully Paid,debt_consolidation,NY,660.0
730577,77191732,4000.0, 36 months,14.46,C,C4,Network Admin,10+ years,OWN,71000.0,Apr-16,Charged Off,debt_consolidation,NM,660.0
633643,112796306,9600.0, 36 months,18.06,D,D2,Operations Coordinator,4 years,RENT,38000.0,Jul-17,Current,credit_card,ND,680.0
956037,107028726,6000.0, 36 months,11.49,B,B5,relationship banker,5 years,MORTGAGE,45000.0,Apr-17,Fully Paid,debt_consolidation,TX,660.0
131866,60527321,27275.0, 36 months,7.89,A,A5,CWO4,10+ years,MORTGAGE,100000.0,Sep-15,Fully Paid,other,IL,775.0
892615,110702411,35000.0, 60 months,26.3,E,E5,Customer Service,< 1 year,MORTGAGE,42000.0,Jun-17,Current,debt_consolidation,VA,700.0
672394,78933628,8000.0, 36 months,9.16,B,B2,Teacher/Athletic Director,10+ years,MORTGAGE,68000.0,Jun-16,Fully Paid,debt_consolidation,MI,685.0
178431,57892867,25200.0, 60 months,16.99,D,D3,Owner,8 years,RENT,75000.0,Aug-15,Charged Off,credit_card,CA,660.0
668262,81394906,14000.0, 60 months,20.99,E,E1,Support Manager,9 years,OWN,36000.0,Jun-16,Fully Paid,debt_consolidation,PA,670.0
553062,118662487,16500.0, 60 months,18.06,D,D2,Accountant,6 years,RENT,53543.0,Sep-17,Fully Paid,debt_consolidation,IL,685.0
836944,137317998,17000.0, 36 months,7.84,A,A4,Mechanic,5 years,MORTGAGE,90631.0,Jul-18,Current,debt_consolidation,TX,695.0
1008072,75109299,24000.0, 60 months,18.99,D,D4,Hr,10+ years,OWN,110000.0,Mar-16,Fully Paid,home_improvement,AZ,685.0
240988,52869012,24000.0, 60 months,9.99,B,B3,Support Specialist,10+ years,MORTGAGE,60000.0,Jul-15,Current,debt_consolidation,NY,715.0
982434,103931543,10000.0, 36 months,8.24,B,B1,Enlisted,10+ years,MORTGAGE,70000.0,Apr-17,Fully Paid,home_improvement,CA,665.0
1047743,72773951,6000.0, 36 months,20.75,E,E2,Server,8 years,RENT,37000.0,Feb-16,Fully Paid,small_business,CO,660.0
147051,59492841,28000.0, 36 months,6.24,A,A2,Deposit Operations Officer,3 years,OWN,88000.0,Sep-15,Fully Paid,credit_card,MA,720.0
624078,113513368,2100.0, 36 months,15.05,C,C4,Registered Nurse ,< 1 year,MORTGAGE,65000.0,Jul-17,Current,vacation,OH,670.0
609677,113944404,24000.0, 36 months,10.91,B,B4,Electrician,7 years,MORTGAGE,65000.0,Aug-17,Fully Paid,debt_consolidation,IN,715.0
785203,139314669,5000.0, 36 months,16.91,C,C5,Business Development,2 years,MORTGAGE,68000.0,Sep-18,Fully Paid,debt_consolidation,NV,700.0
634144,113100462,15000.0, 36 months,10.91,B,B4,Sr. Case Coordinator ,< 1 year,RENT,87500.0,Jul-17,Fully Paid,debt_consolidation,CA,665.0
696188,77510009,20000.0, 36 months,10.75,B,B4,Bar trainer/bar tender,2 years,MORTGAGE,60000.0,May-16,Charged Off,credit_card,FL,710.0
36615,65866819,20000.0, 60 months,18.99,E,E3,RN,< 1 year,MORTGAGE,90000.0,Dec-15,Current,debt_consolidation,TX,670.0
185332,56107704,15950.0, 60 months,19.99,E,E4,Business Analyst,3 years,RENT,72000.0,Aug-15,Fully Paid,credit_card,WA,675.0
1017838,73702451,7000.0, 36 months,12.99,C,C2,Principal/Retired,10+ years,MORTGAGE,95000.0,Mar-16,Late (31-120 days),other,TX,660.0
922702,109803350,10800.0, 60 months,15.05,C,C4,Jr Accountant,10+ years,MORTGAGE,40000.0,May-17,Current,credit_card,IL,715.0
902800,110671104,16000.0, 60 months,16.02,C,C5,Accounting Manager,10+ years,MORTGAGE,130761.98,Jun-17,Current,debt_consolidation,FL,710.0
825256,138037583,9100.0, 36 months,8.46,A,A5,Associate,10+ years,MORTGAGE,38000.0,Aug-18,Current,credit_card,OK,700.0
60747,65412699,3000.0, 36 months,17.86,D,D5,Medical Tech,2 years,MORTGAGE,50000.0,Nov-15,Fully Paid,debt_consolidation,GA,660.0
285392,48545137,20000.0, 36 months,6.39,A,A2,analyst,8 years,MORTGAGE,120000.0,Jun-15,Fully Paid,home_improvement,NJ,805.0
810351,138557927,20000.0, 60 months,20.89,D,D4,Mechanic,10+ years,MORTGAGE,54518.0,Aug-18,Current,debt_consolidation,KS,695.0
473545,128714385,35000.0, 60 months,17.09,D,D1,Finance director,7 years,MORTGAGE,97340.0,Feb-18,Late (31-120 days),home_improvement,IL,710.0
181935,57146455,5000.0, 36 months,9.99,B,B3,Driver,5 years,MORTGAGE,80000.0,Aug-15,Fully Paid,major_purchase,MD,675.0
700179,77049868,24000.0, 36 months,9.75,B,B3,Dentist,3 years,MORTGAGE,175000.0,May-16,Current,debt_consolidation,VA,720.0
246867,51918768,16000.0, 36 months,16.99,D,D3,Technical Assembler,6 years,RENT,40000.0,Jun-15,Fully Paid,debt_consolidation,MN,670.0
741910,76402249,24000.0, 60 months,14.46,C,C4,Teacher,10+ years,MORTGAGE,61000.0,Apr-16,Current,other,NY,685.0
217866,55280863,6000.0, 36 months,7.89,A,A5,Operator II,10+ years,RENT,33000.0,Jul-15,Fully Paid,credit_card,NE,700.0
988324,75660539,9000.0, 36 months,8.39,B,B1,PRODUCTION MANAGER,10+ years,MORTGAGE,48000.0,Mar-16,Fully Paid,debt_consolidation,FL,700.0
321446,45444767,8000.0, 36 months,16.55,D,D2,manager,10+ years,MORTGAGE,105000.0,Apr-15,Charged Off,other,WA,680.0
317463,46305199,11000.0, 36 months,12.69,C,C2,Assistant First Sergeant,10+ years,MORTGAGE,76000.0,Apr-15,Charged Off,debt_consolidation,WA,665.0
409908,38447974,14000.0, 60 months,15.59,D,D1,E-5,7 years,MORTGAGE,50000.0,Jan-15,Fully Paid,debt_consolidation,AZ,675.0
476249,128752421,28000.0, 36 months,9.44,B,B1,Assessment Design Manager,1 year,RENT,160000.0,Feb-18,Current,credit_card,CA,670.0
693855,79111984,8500.0, 36 months,10.75,B,B4,Driver ,1 year,RENT,40000.0,May-16,Current,debt_consolidation,WI,700.0
43084,65637711,6400.0, 36 months,5.32,A,A1,Controller,5 years,RENT,125000.0,Nov-15,Fully Paid,debt_consolidation,CA,730.0
703399,78299756,7000.0, 36 months,5.32,A,A1,truck driver,< 1 year,OWN,90000.0,May-16,Fully Paid,credit_card,WV,735.0
831625,137802504,5000.0, 36 months,16.14,C,C4,Reimbursement Specialist,< 1 year,RENT,43400.0,Aug-18,Current,major_purchase,CA,670.0
492514,127999286,18000.0, 36 months,10.42,B,B3,,,MORTGAGE,50000.0,Jan-18,Current,credit_card,GA,725.0
508968,126823521,22000.0, 60 months,20.0,D,D4,Transp. Eng. Technician,10+ years,MORTGAGE,72000.0,Jan-18,Charged Off,debt_consolidation,CA,725.0
653768,84060269,10000.0, 36 months,13.99,C,C3,corrections officer,5 years,RENT,45000.0,Jun-16,Fully Paid,debt_consolidation,WA,675.0
631544,113192110,25000.0, 60 months,14.08,C,C3,Associate Attorney,1 year,RENT,100000.0,Jul-17,Fully Paid,debt_consolidation,LA,665.0
523694,126449892,10000.0, 36 months,6.08,A,A2,Facilities Operations Manager,5 years,RENT,94500.0,Jan-18,Current,debt_consolidation,TX,790.0
600339,113933855,5000.0, 36 months,9.93,B,B2,Price Adjuster,1 year,RENT,25200.0,Aug-17,Current,credit_card,NJ,710.0
1029474,73529777,8600.0, 36 months,7.39,A,A4,,,MORTGAGE,37000.0,Mar-16,Current,credit_card,KS,700.0
1023054,72656201,3350.0, 36 months,8.39,B,B1,Program Director,2 years,OWN,76000.0,Mar-16,Fully Paid,credit_card,OH,710.0
268993,50273752,19550.0, 36 months,8.18,B,B1,Accountant,9 years,OWN,65000.0,May-15,Fully Paid,debt_consolidation,CT,780.0
504588,127368058,8000.0, 36 months,12.62,C,C1,Polish machine tech,< 1 year,RENT,30000.0,Jan-18,Fully Paid,debt_consolidation,NY,695.0
820669,138241249,32500.0, 60 months,10.08,B,B1,Project Manager,< 1 year,OWN,77000.0,Aug-18,Current,house,WI,765.0
229918,54259881,17000.0, 60 months,17.86,D,D5,Ophthalmic Technician,10+ years,RENT,49000.0,Jul-15,Charged Off,other,WA,775.0
595214,115376730,28000.0, 60 months,16.02,C,C5,Project Manager ,< 1 year,MORTGAGE,115000.0,Aug-17,Current,credit_card,PA,690.0
762345,140370481,21525.0, 60 months,7.84,A,A4,Office Manager & Executive Assistant,3 years,RENT,150000.0,Sep-18,Fully Paid,credit_card,TX,790.0
