,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
460630,129368399,,11600.0,11600.0,11600.0, 60 months,19.42,303.6,D,D3,Production worker,< 1 year,RENT,24000.0,Verified,Feb-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129368399,,debt_consolidation,Debt consolidation,958xx,CA,49.1,0.0,Jan-14,670.0,674.0,0.0,,,11.0,0.0,10624.0,39.8,13.0,w,0.0,0.0,12333.014879999999,12333.01,11600.0,733.01,0.0,0.0,0.0,Jul-18,11434.73,,Jul-18,739.0,735.0,0.0,,1.0,Joint App,83900.0,15.18,Verified,0.0,0.0,61026.0,1.0,1.0,1.0,1.0,3.0,50402.0,,1.0,3.0,3765.0,40.0,26700.0,0.0,1.0,4.0,4.0,6781.0,10878.0,46.4,0.0,0.0,3.0,49.0,7.0,3.0,0.0,7.0,,3.0,,0.0,4.0,5.0,6.0,6.0,1.0,10.0,12.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,78049.0,61026.0,20300.0,51349.0,11656.0,610.0,614.0,Mar-07,0.0,0.0,7.0,11.5,2.0,42.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
129096,60981648,,3000.0,3000.0,3000.0, 36 months,6.24,91.6,A,A2,hair designer,10+ years,MORTGAGE,47000.0,Not Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60981648,,debt_consolidation,Debt consolidation,013xx,MA,11.93,0.0,Apr-02,715.0,719.0,0.0,,,7.0,0.0,1801.0,10.4,21.0,w,0.0,0.0,3295.2200190000003,3295.22,3000.0,295.22,0.0,0.0,0.0,Oct-18,91.3,,Mar-19,804.0,800.0,0.0,,1.0,Individual,,,,0.0,4555.0,139075.0,,,,,,,,,,,,17300.0,,,,1.0,19868.0,15499.0,10.4,0.0,0.0,135.0,161.0,25.0,15.0,4.0,103.0,,19.0,,0.0,1.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,231467.0,19712.0,17300.0,47954.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
3768,68613892,,10000.0,10000.0,10000.0, 36 months,11.99,332.1,C,C1,Clinical Analyst,9 years,RENT,135000.0,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68613892,,debt_consolidation,Debt consolidation,921xx,CA,15.75,0.0,Aug-98,690.0,694.0,0.0,25.0,,9.0,0.0,39128.0,97.1,34.0,w,0.0,0.0,11103.302590000001,11103.3,10000.0,1103.3,0.0,0.0,0.0,Apr-17,4460.56,,Jan-18,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,80987.0,2.0,3.0,2.0,3.0,6.0,41859.0,60.0,1.0,1.0,23936.0,73.0,40300.0,0.0,2.0,1.0,4.0,10123.0,752.0,98.1,0.0,0.0,208.0,150.0,6.0,6.0,0.0,46.0,25.0,7.0,25.0,0.0,4.0,4.0,4.0,9.0,16.0,6.0,18.0,5.0,9.0,0.0,0.0,0.0,3.0,97.1,100.0,0.0,0.0,110544.0,80987.0,39700.0,70244.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
310952,46588077,,20000.0,20000.0,20000.0, 36 months,9.99,645.25,B,B3,LOGISTIC MANAGER,10+ years,MORTGAGE,51000.0,Source Verified,Apr-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46588077,,debt_consolidation,Debt consolidation,113xx,NY,26.05,0.0,Jan-94,710.0,714.0,0.0,,,11.0,0.0,33977.0,66.1,22.0,w,0.0,0.0,22625.23072,22625.23,20000.0,2625.23,0.0,0.0,0.0,Jan-17,9731.33,,Mar-19,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,181336.0,,,,,,,,,,,,51400.0,,,,3.0,16485.0,1653.0,91.8,0.0,0.0,255.0,230.0,17.0,17.0,1.0,41.0,,,,0.0,3.0,7.0,3.0,6.0,3.0,9.0,18.0,7.0,11.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,212400.0,38183.0,20200.0,11000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
613646,114186504,,7000.0,7000.0,7000.0, 36 months,10.42,227.26,B,B3,Production Manager,5 years,MORTGAGE,44000.0,Source Verified,Jul-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=114186504,,debt_consolidation,Debt consolidation,433xx,OH,14.54,0.0,Jul-11,665.0,669.0,0.0,,,6.0,0.0,5774.0,36.1,11.0,f,0.0,0.0,7702.493498999999,7702.49,7000.0,702.49,0.0,0.0,0.0,Sep-18,4979.42,,Dec-18,694.0,690.0,0.0,,1.0,Individual,,,,0.0,494.0,26616.0,1.0,3.0,2.0,2.0,5.0,20842.0,95.0,0.0,0.0,4997.0,70.0,16000.0,2.0,0.0,10.0,2.0,4436.0,10226.0,36.1,0.0,0.0,72.0,50.0,25.0,5.0,0.0,25.0,,4.0,,0.0,2.0,2.0,3.0,3.0,6.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,38064.0,26616.0,16000.0,22064.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
308378,46660846,,10000.0,10000.0,10000.0, 36 months,12.29,333.53,C,C1,Manager of Export Sales,3 years,RENT,82000.0,Source Verified,May-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46660846,,debt_consolidation,Debt consolidation,606xx,IL,9.35,1.0,Jan-07,680.0,684.0,0.0,20.0,,25.0,0.0,21218.0,81.8,33.0,f,0.0,0.0,12016.204740000001,12016.2,10000.0,2016.2,0.0,0.0,0.0,May-18,338.78,,Mar-19,684.0,680.0,0.0,20.0,1.0,Individual,,,,0.0,0.0,81158.0,,,,,,,,,,,,27600.0,,,,2.0,3246.0,2975.0,92.4,0.0,0.0,91.0,99.0,17.0,17.0,0.0,22.0,,9.0,,1.0,6.0,9.0,7.0,7.0,19.0,12.0,13.0,9.0,25.0,0.0,0.0,1.0,0.0,100.0,71.4,0.0,0.0,76389.0,81158.0,20800.0,48789.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
962847,105941821,,21000.0,21000.0,21000.0, 36 months,7.99,657.97,A,A5,operation manager,10+ years,RENT,96000.0,Source Verified,Apr-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=105941821,,debt_consolidation,Debt consolidation,125xx,NY,16.45,0.0,Apr-92,750.0,754.0,1.0,40.0,,13.0,0.0,19024.0,28.7,24.0,w,0.0,0.0,22720.08853,22720.09,21000.0,1720.09,0.0,0.0,0.0,Jul-18,13527.15,,Mar-19,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,51797.0,0.0,2.0,0.0,2.0,19.0,32773.0,9.0,2.0,5.0,12108.0,27.0,66400.0,0.0,1.0,1.0,7.0,3984.0,31955.0,36.0,0.0,0.0,163.0,300.0,9.0,9.0,1.0,9.0,,2.0,,0.0,4.0,6.0,6.0,6.0,9.0,11.0,13.0,6.0,13.0,0.0,0.0,0.0,2.0,91.7,0.0,0.0,0.0,111638.0,51797.0,49900.0,45238.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
327813,44905662,,18000.0,18000.0,18000.0, 60 months,13.99,418.74,C,C4,SCHEDULER,6 years,RENT,49000.0,Verified,Apr-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44905662,,debt_consolidation,Debt consolidation,181xx,PA,24.27,0.0,Mar-00,680.0,684.0,1.0,38.0,,19.0,0.0,4329.0,21.6,34.0,w,0.0,0.0,22368.17564,22368.18,18000.0,4368.18,0.0,0.0,0.0,Apr-17,12695.9,,Jan-19,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,27927.0,,,,,,,,,,,,20000.0,,,,7.0,1552.0,1598.0,54.3,0.0,0.0,68.0,180.0,1.0,1.0,0.0,11.0,40.0,2.0,38.0,0.0,2.0,7.0,3.0,8.0,5.0,17.0,29.0,7.0,19.0,0.0,0.0,0.0,5.0,91.2,33.3,0.0,0.0,49188.0,27927.0,3500.0,29188.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
672328,81038268,,20000.0,20000.0,20000.0, 36 months,5.32,602.3,A,A1,Vice President,4 years,MORTGAGE,295000.0,Verified,Jun-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=81038268,,home_improvement,Home improvement,112xx,NY,0.54,0.0,Oct-95,810.0,814.0,0.0,,,7.0,0.0,2944.0,2.8,34.0,f,0.0,0.0,21647.18158,21647.18,20000.0,1647.18,0.0,0.0,0.0,Jan-19,3584.09,,Feb-19,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,542314.0,0.0,0.0,0.0,0.0,115.0,0.0,,1.0,1.0,1201.0,3.0,105400.0,0.0,0.0,0.0,1.0,77473.0,92456.0,3.1,0.0,0.0,247.0,209.0,8.0,8.0,3.0,8.0,,,,0.0,4.0,4.0,4.0,14.0,11.0,5.0,19.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,686274.0,3516.0,95400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
544308,118408183,,7000.0,7000.0,7000.0, 36 months,9.44,224.04,B,B1,,,RENT,45000.0,Source Verified,Sep-17,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=118408183,,other,Other,787xx,TX,10.93,1.0,Jun-08,700.0,704.0,0.0,23.0,,3.0,0.0,1620.0,8.1,13.0,w,0.0,0.0,1313.71,1313.71,1033.77,279.94,0.0,0.0,0.0,Mar-18,224.04,,Oct-18,499.0,0.0,0.0,23.0,1.0,Individual,,,,0.0,0.0,2538.0,0.0,1.0,0.0,0.0,60.0,918.0,7.0,0.0,1.0,121.0,8.0,5200.0,0.0,2.0,0.0,1.0,846.0,1379.0,8.1,0.0,0.0,85.0,111.0,14.0,14.0,0.0,14.0,46.0,14.0,23.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,10.0,2.0,3.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,17557.0,2538.0,1500.0,12357.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
242267,52606276,,20000.0,20000.0,20000.0, 36 months,13.99,683.46,C,C4,Regional Advisor Recruiter,7 years,RENT,62000.0,Verified,Jun-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=52606276,,credit_card,Credit card refinancing,931xx,CA,8.73,0.0,Jun-05,660.0,664.0,1.0,,,7.0,0.0,18273.0,69.2,9.0,f,0.0,0.0,24328.927330000002,24328.93,20000.0,4328.93,0.0,0.0,0.0,Oct-17,5891.05,,Oct-17,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,18273.0,,,,,,,,,,,,26400.0,,,,5.0,2610.0,2127.0,89.6,0.0,0.0,45.0,120.0,1.0,1.0,0.0,1.0,,1.0,,0.0,5.0,5.0,6.0,7.0,1.0,7.0,8.0,5.0,7.0,0.0,0.0,0.0,3.0,100.0,66.7,0.0,0.0,26400.0,18273.0,20400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
333599,44016681,,10500.0,10500.0,10500.0, 36 months,15.61,367.14,D,D1,Enlisted,8 years,RENT,32000.0,Verified,Apr-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=44016681,,debt_consolidation,Debt consolidation,319xx,GA,20.14,0.0,Nov-04,670.0,674.0,0.0,35.0,43.0,9.0,1.0,6485.0,68.3,23.0,f,0.0,0.0,12830.35462,12830.35,10500.0,2330.35,0.0,0.0,0.0,Feb-17,5068.6,,Feb-17,669.0,665.0,0.0,35.0,1.0,Individual,,,,0.0,0.0,34040.0,,,,,,,,,,,,9500.0,,,,5.0,4255.0,232.0,88.4,0.0,0.0,124.0,103.0,12.0,6.0,0.0,45.0,40.0,6.0,35.0,1.0,1.0,3.0,1.0,2.0,15.0,5.0,8.0,3.0,9.0,0.0,0.0,0.0,5.0,73.9,100.0,0.0,1.0,46859.0,34040.0,2000.0,37359.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
881463,112028959,,9000.0,9000.0,9000.0, 36 months,11.99,298.89,B,B5,Project Coordinator,1 year,RENT,61000.0,Not Verified,Jun-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112028959,,credit_card,Credit card refinancing,021xx,MA,11.57,0.0,Sep-11,710.0,714.0,0.0,,,6.0,0.0,10980.0,26.5,8.0,f,0.0,0.0,9588.873312,9588.87,9000.0,588.87,0.0,0.0,0.0,Feb-18,7801.53,,Mar-19,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,45364.0,1.0,2.0,1.0,1.0,1.0,34384.0,98.0,1.0,2.0,7483.0,59.0,41500.0,1.0,2.0,3.0,3.0,9073.0,30520.0,26.5,0.0,0.0,69.0,65.0,11.0,1.0,0.0,11.0,,5.0,,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,76500.0,45364.0,41500.0,35000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
376535,40876588,,4800.0,4800.0,4800.0, 36 months,15.61,167.84,D,D1,Supervisor,3 years,RENT,57200.0,Not Verified,Feb-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40876588,,credit_card,Credit card refinancing,359xx,AL,21.76,0.0,Mar-07,670.0,674.0,0.0,,,5.0,0.0,5675.0,81.1,7.0,w,0.0,0.0,6037.670341,6037.67,4800.0,1237.67,0.0,0.0,0.0,Feb-18,167.43,,Mar-19,639.0,635.0,0.0,,1.0,Individual,,,,0.0,63.0,34710.0,,,,,,,,,,,,7000.0,,,,5.0,6942.0,99.0,97.2,0.0,0.0,95.0,15.0,11.0,9.0,0.0,11.0,,15.0,,0.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,43187.0,34710.0,3500.0,36187.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
40761,65885181,,2650.0,2650.0,2650.0, 36 months,11.22,87.04,B,B5,Teacher,< 1 year,MORTGAGE,20000.0,Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65885181,,home_improvement,Home improvement,354xx,AL,20.77,0.0,Sep-00,725.0,729.0,0.0,,,2.0,0.0,0.0,,12.0,w,0.0,0.0,2946.095139,2946.1,2650.0,296.1,0.0,0.0,0.0,Feb-17,1817.88,,Aug-17,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,142547.0,,,,,,,,,,,,0.0,,,,1.0,71274.0,,,0.0,0.0,182.0,117.0,31.0,16.0,2.0,,,5.0,,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,152818.0,5732.0,0.0,10318.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
162832,58672442,,19775.0,19775.0,19775.0, 60 months,27.88,614.29,G,G3,Technician ,5 years,RENT,45000.0,Verified,Aug-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=58672442,,debt_consolidation,Debt consolidation,023xx,MA,10.64,0.0,Mar-05,665.0,669.0,1.0,37.0,,7.0,0.0,10236.0,54.7,10.0,f,0.0,0.0,23281.76,23281.76,9287.88,13993.88,0.0,0.0,0.0,Oct-18,614.29,,Mar-19,519.0,515.0,0.0,,1.0,Individual,,,,0.0,265.0,10236.0,,,,,,,,,,,,18700.0,,,,4.0,1462.0,112.0,96.6,0.0,0.0,125.0,124.0,6.0,6.0,0.0,52.0,39.0,0.0,37.0,0.0,1.0,5.0,1.0,1.0,1.0,7.0,9.0,5.0,7.0,0.0,0.0,0.0,3.0,80.0,100.0,0.0,0.0,18700.0,10236.0,3300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
406054,38539448,,4000.0,4000.0,4000.0, 36 months,14.31,137.32,C,C4,technician,10+ years,MORTGAGE,75000.0,Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38539448,,home_improvement,Home improvement,198xx,DE,12.56,0.0,Mar-83,670.0,674.0,3.0,65.0,40.0,15.0,4.0,4280.0,21.9,53.0,f,0.0,0.0,4920.365861,4920.37,4000.0,920.37,0.0,0.0,0.0,Aug-17,807.13,,Mar-19,759.0,755.0,0.0,,1.0,Individual,,,,0.0,443.0,14800.0,,,,,,,,,,,,19500.0,,,,6.0,1345.0,9015.0,31.7,1.0,0.0,124.0,382.0,2.0,2.0,7.0,4.0,65.0,1.0,65.0,0.0,4.0,6.0,7.0,23.0,7.0,13.0,39.0,6.0,15.0,0.0,0.0,0.0,4.0,92.1,0.0,3.0,0.0,41989.0,14800.0,13200.0,22489.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
410484,38577296,,11000.0,11000.0,11000.0, 36 months,9.49,352.32,B,B2,Director of Admin Services,10+ years,MORTGAGE,65000.0,Not Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38577296,,debt_consolidation,Debt consolidation,281xx,NC,12.81,0.0,May-02,705.0,709.0,0.0,,117.0,14.0,1.0,9529.0,29.2,19.0,f,0.0,0.0,12602.42749,12602.43,11000.0,1602.43,0.0,0.0,0.0,Jun-17,2743.27,,Oct-18,809.0,805.0,0.0,,1.0,Individual,,,,0.0,0.0,110861.0,,,,,,,,,,,,32600.0,,,,6.0,8528.0,10755.0,39.2,0.0,0.0,90.0,151.0,2.0,2.0,2.0,3.0,,10.0,,0.0,3.0,6.0,6.0,6.0,5.0,11.0,12.0,6.0,14.0,0.0,0.0,0.0,2.0,100.0,20.0,1.0,0.0,163226.0,30082.0,17700.0,30141.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
146032,59581891,,18000.0,18000.0,18000.0, 60 months,8.18,366.53,B,B1,teacher,9 years,MORTGAGE,75000.0,Source Verified,Sep-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=59581891,,debt_consolidation,Debt consolidation,109xx,NY,26.23,0.0,Dec-98,745.0,749.0,0.0,,,13.0,0.0,43853.0,56.8,31.0,w,0.0,0.0,20949.745769999998,20949.75,18000.0,2949.75,0.0,0.0,0.0,Mar-18,10336.74,,May-18,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,257343.0,,,,,,,,,,,,77200.0,,,,2.0,19796.0,33347.0,56.8,0.0,0.0,116.0,200.0,8.0,1.0,2.0,8.0,,1.0,,0.0,4.0,4.0,5.0,13.0,8.0,5.0,20.0,4.0,13.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,365488.0,78910.0,77200.0,48288.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
361736,41379470,,3500.0,3500.0,3500.0, 36 months,13.99,119.61,C,C4,general manager,8 years,RENT,45000.0,Verified,Mar-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=41379470,,credit_card,Credit card refinancing,294xx,SC,20.32,0.0,Jan-07,665.0,669.0,0.0,,,12.0,0.0,8884.0,64.8,18.0,w,0.0,0.0,4321.256128,4321.26,3500.0,806.26,15.0,0.0,0.0,Apr-18,3.02,,Mar-18,619.0,615.0,0.0,,1.0,Individual,,,,0.0,0.0,25080.0,,,,,,,,,,,,13700.0,,,,7.0,2090.0,4456.0,61.9,0.0,0.0,97.0,80.0,3.0,3.0,0.0,3.0,,11.0,,0.0,8.0,11.0,8.0,11.0,4.0,11.0,14.0,11.0,12.0,0.0,0.0,0.0,4.0,100.0,75.0,0.0,0.0,33782.0,25080.0,11700.0,20082.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
294135,47907419,,18000.0,18000.0,18000.0, 60 months,9.99,382.36,B,B3,project manager,3 years,MORTGAGE,62818.0,Not Verified,May-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=47907419,,home_improvement,Home improvement,923xx,CA,15.13,0.0,Jul-98,665.0,669.0,0.0,53.0,,11.0,0.0,12839.0,48.4,23.0,w,0.0,0.0,22380.87283,22380.87,18000.0,4380.87,0.0,0.0,0.0,Sep-18,7438.86,,Mar-19,804.0,800.0,0.0,53.0,1.0,Individual,,,,0.0,1203.0,277403.0,,,,,,,,,,,,26500.0,,,,2.0,27740.0,3236.0,68.0,0.0,0.0,201.0,112.0,6.0,6.0,4.0,31.0,,18.0,,2.0,3.0,6.0,3.0,5.0,6.0,9.0,12.0,6.0,11.0,0.0,0.0,0.0,1.0,90.9,66.7,0.0,0.0,309200.0,20426.0,10100.0,15000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
136019,60647867,,6000.0,6000.0,6000.0, 36 months,9.17,191.28,B,B2,President,10+ years,RENT,30000.0,Not Verified,Sep-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60647867,,credit_card,Credit card refinancing,142xx,NY,27.99,0.0,Oct-91,700.0,704.0,0.0,,,13.0,0.0,27493.0,46.1,23.0,f,0.0,0.0,6879.700636,6879.7,6000.0,879.7,0.0,0.0,0.0,Sep-18,191.01,,Sep-18,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,30096.0,,,,,,,,,,,,59600.0,,,,2.0,2508.0,15332.0,63.3,0.0,0.0,40.0,287.0,11.0,11.0,1.0,24.0,,,,0.0,6.0,8.0,7.0,13.0,1.0,12.0,20.0,8.0,13.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,66600.0,30096.0,41800.0,7000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
383986,40430787,,10000.0,10000.0,10000.0, 60 months,17.86,253.18,D,D5,Surveyor ,< 1 year,MORTGAGE,60000.0,Not Verified,Jan-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40430787,,debt_consolidation,Debt consolidation,773xx,TX,16.79,1.0,May-07,690.0,694.0,1.0,7.0,,22.0,0.0,12827.0,37.6,32.0,f,0.0,0.0,7968.78,7968.78,1869.5,2161.54,0.0,3937.74,708.7932,Jun-16,253.18,,Aug-18,624.0,620.0,0.0,,1.0,Individual,,,,0.0,0.0,169061.0,,,,,,,,,,,,34100.0,,,,6.0,7685.0,809.0,83.5,0.0,0.0,84.0,92.0,4.0,4.0,2.0,23.0,,4.0,31.0,0.0,4.0,10.0,4.0,8.0,5.0,17.0,24.0,10.0,22.0,0.0,0.0,0.0,2.0,90.6,75.0,0.0,0.0,212975.0,17554.0,4900.0,14598.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Apr-17,COMPLETE,Mar-17,3937.74,45.0,1.0
114795,61392054,,5000.0,5000.0,5000.0, 36 months,10.99,163.67,B,B4,Shift manager,1 year,RENT,40000.0,Not Verified,Oct-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=61392054,,credit_card,Credit card refinancing,453xx,OH,13.86,0.0,Mar-12,735.0,739.0,2.0,,,8.0,0.0,4462.0,19.5,9.0,w,0.0,0.0,5637.673356,5637.67,5000.0,637.67,0.0,0.0,0.0,May-17,781.36,,Jun-17,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,10843.0,,,,,,,,,,,,22900.0,,,,6.0,1355.0,10876.0,24.5,0.0,0.0,25.0,43.0,1.0,1.0,0.0,2.0,,2.0,,0.0,4.0,6.0,4.0,4.0,2.0,7.0,7.0,6.0,8.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,33458.0,10843.0,14400.0,10558.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
